Driver,LapNumber,Compound,Stint,TyreLife,Position,LapTime (s),Race,Year,LapTime_Delta
LAW,24,MEDIUM,2,5.0,15,74.91,São Paulo Grand Prix,2025,-30.887
LAW,25,MEDIUM,2,6.0,14,74.662,São Paulo Grand Prix,2025,-31.104
LAW,26,MEDIUM,2,7.0,14,74.946,São Paulo Grand Prix,2025,-30.53700000000001
LAW,27,MEDIUM,2,8.0,14,75.37,São Paulo Grand Prix,2025,-30.32
LAW,28,MEDIUM,2,9.0,14,75.412,São Paulo Grand Prix,2025,-30.336
LAW,29,MEDIUM,2,10.0,11,75.166,São Paulo Grand Prix,2025,-30.701000000000008
LAW,30,MEDIUM,2,11.0,11,75.203,São Paulo Grand Prix,2025,-30.517
LAW,31,MEDIUM,2,12.0,11,74.841,São Paulo Grand Prix,2025,-44.93100000000001
LAW,32,MEDIUM,2,13.0,11,75.692,São Paulo Grand Prix,2025,-23.927000000000007
LAW,33,MEDIUM,2,14.0,11,75.093,São Paulo Grand Prix,2025,-25.292
LAW,34,MEDIUM,2,15.0,11,75.224,São Paulo Grand Prix,2025,-24.623999999999995
LAW,35,MEDIUM,2,16.0,10,75.422,São Paulo Grand Prix,2025,-24.691000000000003
LAW,36,MEDIUM,2,17.0,10,75.546,São Paulo Grand Prix,2025,-24.226
LAW,37,MEDIUM,2,18.0,8,75.793,São Paulo Grand Prix,2025,-23.808
LAW,38,MEDIUM,2,19.0,8,74.837,São Paulo Grand Prix,2025,-25.003
LAW,39,MEDIUM,2,20.0,6,74.629,São Paulo Grand Prix,2025,-24.86999999999999
LAW,40,MEDIUM,2,21.0,7,74.674,São Paulo Grand Prix,2025,-25.170999999999992
LAW,41,MEDIUM,2,22.0,7,75.305,São Paulo Grand Prix,2025,-24.678999999999988
LAW,42,MEDIUM,2,23.0,7,74.733,São Paulo Grand Prix,2025,-25.076
LAW,43,MEDIUM,2,24.0,6,74.44,São Paulo Grand Prix,2025,-25.479
LAW,44,MEDIUM,2,25.0,6,74.599,São Paulo Grand Prix,2025,-25.139
LAW,45,MEDIUM,2,26.0,6,74.542,São Paulo Grand Prix,2025,-24.721000000000004
LAW,46,MEDIUM,2,27.0,6,74.951,São Paulo Grand Prix,2025,-24.741
LAW,47,MEDIUM,2,28.0,6,75.062,São Paulo Grand Prix,2025,-24.265
LAW,48,MEDIUM,2,29.0,5,74.925,São Paulo Grand Prix,2025,-24.65900000000001
LAW,49,MEDIUM,2,30.0,4,74.908,São Paulo Grand Prix,2025,-24.393
LAW,50,MEDIUM,2,31.0,5,75.648,São Paulo Grand Prix,2025,-23.939000000000007
LAW,51,MEDIUM,2,32.0,6,75.59,São Paulo Grand Prix,2025,-23.794
LAW,52,MEDIUM,2,33.0,5,74.871,São Paulo Grand Prix,2025,-24.574
LAW,53,MEDIUM,2,34.0,5,74.954,São Paulo Grand Prix,2025,-24.02900000000001
LAW,54,MEDIUM,2,35.0,5,75.38,São Paulo Grand Prix,2025,-23.644000000000005
LAW,55,MEDIUM,2,36.0,6,75.911,São Paulo Grand Prix,2025,-23.229
LAW,56,MEDIUM,2,37.0,6,75.363,São Paulo Grand Prix,2025,-24.204
LAW,57,MEDIUM,2,38.0,7,76.131,São Paulo Grand Prix,2025,-21.191000000000003
LAW,58,MEDIUM,2,39.0,7,75.259,São Paulo Grand Prix,2025,-22.632000000000005
LAW,59,MEDIUM,2,40.0,7,75.195,São Paulo Grand Prix,2025,-20.870000000000005
LAW,60,MEDIUM,2,41.0,7,75.417,São Paulo Grand Prix,2025,-20.443
LAW,61,MEDIUM,2,42.0,7,75.503,São Paulo Grand Prix,2025,-20.138000000000005
LAW,62,MEDIUM,2,43.0,7,75.266,São Paulo Grand Prix,2025,-5.521999999999991
LAW,63,MEDIUM,2,44.0,7,75.154,São Paulo Grand Prix,2025,-5.844000000000008
LAW,64,MEDIUM,2,45.0,7,74.981,São Paulo Grand Prix,2025,-5.873000000000005
LAW,65,MEDIUM,2,46.0,7,75.385,São Paulo Grand Prix,2025,-5.692999999999998
LAW,66,MEDIUM,2,47.0,7,76.435,São Paulo Grand Prix,2025,-4.5319999999999965
LAW,67,MEDIUM,2,48.0,7,75.555,São Paulo Grand Prix,2025,-5.427999999999997
LAW,68,MEDIUM,2,49.0,7,75.364,São Paulo Grand Prix,2025,-5.670000000000002
LAW,69,MEDIUM,2,50.0,7,75.584,São Paulo Grand Prix,2025,-5.325999999999993
LAW,70,MEDIUM,2,51.0,7,75.815,São Paulo Grand Prix,2025,-5.625
LAW,71,MEDIUM,2,52.0,7,77.103,São Paulo Grand Prix,2025,1.2879999999999967
LEC,1,MEDIUM,1,1.0,3,79.556,São Paulo Grand Prix,2025,-6.847000000000008
LEC,2,MEDIUM,1,2.0,3,103.56,São Paulo Grand Prix,2025,20.419
LEC,3,MEDIUM,1,3.0,3,113.343,São Paulo Grand Prix,2025,30.518
LEC,4,MEDIUM,1,4.0,3,110.062,São Paulo Grand Prix,2025,27.586
LEC,5,MEDIUM,1,5.0,3,121.899,São Paulo Grand Prix,2025,39.277
NOR,1,MEDIUM,1,1.0,1,78.067,São Paulo Grand Prix,2025,-6.668000000000006
NOR,2,MEDIUM,1,2.0,1,101.996,São Paulo Grand Prix,2025,18.849999999999994
NOR,3,MEDIUM,1,3.0,1,114.6,São Paulo Grand Prix,2025,32.012
NOR,4,MEDIUM,1,4.0,1,109.769,São Paulo Grand Prix,2025,27.319000000000003
NOR,5,MEDIUM,1,5.0,1,123.59,São Paulo Grand Prix,2025,41.18600000000001
NOR,6,MEDIUM,1,6.0,1,74.539,São Paulo Grand Prix,2025,-7.968999999999994
NOR,7,MEDIUM,1,7.0,1,100.233,São Paulo Grand Prix,2025,17.673000000000002
NOR,8,MEDIUM,1,8.0,1,102.681,São Paulo Grand Prix,2025,20.298999999999992
NOR,9,MEDIUM,1,9.0,1,73.489,São Paulo Grand Prix,2025,-8.847999999999999
NOR,10,MEDIUM,1,10.0,1,73.773,São Paulo Grand Prix,2025,-8.62400000000001
NOR,11,MEDIUM,1,11.0,1,74.357,São Paulo Grand Prix,2025,-8.091999999999999
NOR,12,MEDIUM,1,12.0,1,74.36,São Paulo Grand Prix,2025,-8.058000000000007
NOR,13,MEDIUM,1,13.0,1,74.631,São Paulo Grand Prix,2025,-7.5859999999999985
NOR,14,MEDIUM,1,14.0,1,74.74,São Paulo Grand Prix,2025,-7.396000000000001
NOR,15,MEDIUM,1,15.0,1,74.572,São Paulo Grand Prix,2025,-7.503999999999991
NOR,16,MEDIUM,1,16.0,1,74.831,São Paulo Grand Prix,2025,-7.298000000000002
NOR,17,MEDIUM,1,17.0,1,74.771,São Paulo Grand Prix,2025,-7.5049999999999955
NOR,18,MEDIUM,1,18.0,1,74.773,São Paulo Grand Prix,2025,-7.871000000000009
NOR,19,MEDIUM,1,19.0,1,74.807,São Paulo Grand Prix,2025,-7.597999999999999
NOR,20,MEDIUM,1,20.0,1,74.899,São Paulo Grand Prix,2025,-7.4069999999999965
NOR,21,MEDIUM,1,21.0,1,74.642,São Paulo Grand Prix,2025,-7.594999999999999
NOR,22,MEDIUM,1,22.0,1,74.742,São Paulo Grand Prix,2025,-7.6299999999999955
NOR,23,MEDIUM,1,23.0,1,74.85,São Paulo Grand Prix,2025,-7.862999999999999
NOR,24,MEDIUM,1,24.0,1,74.759,São Paulo Grand Prix,2025,-7.840000000000003
NOR,25,MEDIUM,1,25.0,1,74.977,São Paulo Grand Prix,2025,-7.680999999999997
NOR,26,MEDIUM,1,26.0,1,75.031,São Paulo Grand Prix,2025,-7.7819999999999965
NOR,27,MEDIUM,1,27.0,1,74.801,São Paulo Grand Prix,2025,-8.150999999999996
NOR,28,MEDIUM,1,28.0,1,74.887,São Paulo Grand Prix,2025,-7.875
NOR,29,MEDIUM,1,29.0,1,74.685,São Paulo Grand Prix,2025,-8.019999999999996
NOR,30,MEDIUM,1,30.0,1,78.72,São Paulo Grand Prix,2025,-4.073000000000008
NOR,31,SOFT,2,4.0,4,92.876,São Paulo Grand Prix,2025,-2.844999999999999
NOR,32,SOFT,2,5.0,3,74.233,São Paulo Grand Prix,2025,-21.40299999999999
NOR,33,SOFT,2,6.0,3,74.187,São Paulo Grand Prix,2025,-45.074
NOR,34,SOFT,2,7.0,2,74.217,São Paulo Grand Prix,2025,-23.995000000000005
NOR,35,SOFT,2,8.0,2,74.147,São Paulo Grand Prix,2025,-27.23899999999999
NOR,36,SOFT,2,9.0,2,73.968,São Paulo Grand Prix,2025,-8.236999999999995
NOR,37,SOFT,2,10.0,2,74.187,São Paulo Grand Prix,2025,-7.811999999999998
NOR,38,SOFT,2,11.0,2,74.275,São Paulo Grand Prix,2025,-6.588999999999999
NOR,39,SOFT,2,12.0,1,74.304,São Paulo Grand Prix,2025,-7.283999999999992
NOR,40,SOFT,2,13.0,1,74.355,São Paulo Grand Prix,2025,-7.167999999999992
NOR,41,SOFT,2,14.0,1,74.495,São Paulo Grand Prix,2025,-7.198999999999998
NOR,42,SOFT,2,15.0,1,74.493,São Paulo Grand Prix,2025,-6.994
NOR,43,SOFT,2,16.0,1,74.434,São Paulo Grand Prix,2025,-7.097000000000008
NOR,44,SOFT,2,17.0,1,74.371,São Paulo Grand Prix,2025,-7.182000000000002
NOR,45,SOFT,2,18.0,1,74.431,São Paulo Grand Prix,2025,-6.332999999999998
NOR,46,SOFT,2,19.0,1,74.452,São Paulo Grand Prix,2025,-6.808000000000007
NOR,47,SOFT,2,20.0,1,74.51,São Paulo Grand Prix,2025,-6.738
NOR,48,SOFT,2,21.0,1,74.386,São Paulo Grand Prix,2025,-7.182000000000002
NOR,49,SOFT,2,22.0,1,74.379,São Paulo Grand Prix,2025,-6.802999999999997
NOR,50,SOFT,2,23.0,1,77.963,São Paulo Grand Prix,2025,-3.4849999999999994
NOR,51,MEDIUM,3,10.0,3,92.381,São Paulo Grand Prix,2025,2.1119999999999948
NOR,52,MEDIUM,3,11.0,2,73.632,São Paulo Grand Prix,2025,-17.057999999999993
NOR,53,MEDIUM,3,12.0,2,73.611,São Paulo Grand Prix,2025,-12.513999999999996
NOR,54,MEDIUM,3,13.0,2,73.471,São Paulo Grand Prix,2025,-55.37899999999999
NOR,55,MEDIUM,3,14.0,1,73.808,São Paulo Grand Prix,2025,-53.378
NOR,56,MEDIUM,3,15.0,1,73.371,São Paulo Grand Prix,2025,-49.88600000000001
NOR,57,MEDIUM,3,16.0,1,73.356,São Paulo Grand Prix,2025,-42.09400000000001
NOR,58,MEDIUM,3,17.0,1,73.35,São Paulo Grand Prix,2025,-0.6420000000000101
NOR,59,MEDIUM,3,18.0,1,73.596,São Paulo Grand Prix,2025,1.2169999999999987
NOR,60,MEDIUM,3,19.0,1,73.526,São Paulo Grand Prix,2025,0.6079999999999899
NOR,61,MEDIUM,3,20.0,1,73.447,São Paulo Grand Prix,2025,0.5390000000000015
NOR,62,MEDIUM,3,21.0,1,73.689,São Paulo Grand Prix,2025,0.9649999999999892
NOR,63,MEDIUM,3,22.0,1,73.211,São Paulo Grand Prix,2025,0.4299999999999926
NOR,64,MEDIUM,3,23.0,1,73.177,São Paulo Grand Prix,2025,0.4120000000000061
NOR,65,MEDIUM,3,24.0,1,73.346,São Paulo Grand Prix,2025,0.0
NOR,66,MEDIUM,3,25.0,1,73.04,São Paulo Grand Prix,2025,3.997
NOR,67,MEDIUM,3,26.0,1,73.637,São Paulo Grand Prix,2025,4.537000000000006
NOR,68,MEDIUM,3,27.0,1,73.411,São Paulo Grand Prix,2025,3.951000000000008
NOR,69,MEDIUM,3,28.0,1,73.297,São Paulo Grand Prix,2025,3.453000000000003
NOR,70,MEDIUM,3,29.0,1,73.567,São Paulo Grand Prix,2025,4.135999999999996
NOR,71,MEDIUM,3,30.0,1,73.437,São Paulo Grand Prix,2025,-2.924999999999997
OCO,1,HARD,1,1.0,19,88.381,São Paulo Grand Prix,2025,-2.6869999999999976
OCO,2,HARD,1,2.0,18,120.336,São Paulo Grand Prix,2025,36.288
OCO,3,HARD,1,3.0,17,108.726,São Paulo Grand Prix,2025,25.761
OCO,4,HARD,1,4.0,17,106.784,São Paulo Grand Prix,2025,23.51400000000001
OCO,5,HARD,1,5.0,17,107.402,São Paulo Grand Prix,2025,24.494
OCO,6,HARD,1,6.0,16,79.208,São Paulo Grand Prix,2025,-6.869
OCO,7,HARD,1,7.0,15,105.147,São Paulo Grand Prix,2025,21.313
OCO,8,HARD,1,8.0,16,101.912,São Paulo Grand Prix,2025,18.241
OCO,9,MEDIUM,2,1.0,18,93.352,São Paulo Grand Prix,2025,11.467
OCO,10,MEDIUM,2,2.0,18,73.481,São Paulo Grand Prix,2025,-8.724000000000004
OCO,11,MEDIUM,2,3.0,18,74.204,São Paulo Grand Prix,2025,-8.022000000000006
OCO,12,MEDIUM,2,4.0,18,74.512,São Paulo Grand Prix,2025,-8.012
OCO,13,MEDIUM,2,5.0,18,74.672,São Paulo Grand Prix,2025,-8.177999999999997
OCO,14,MEDIUM,2,6.0,18,75.017,São Paulo Grand Prix,2025,-57.46100000000001
OCO,15,MEDIUM,2,7.0,17,75.234,São Paulo Grand Prix,2025,-27.096000000000004
OCO,16,MEDIUM,2,8.0,17,75.144,São Paulo Grand Prix,2025,-6.896000000000001
OCO,17,MEDIUM,2,9.0,17,75.583,São Paulo Grand Prix,2025,-6.332999999999998
OCO,18,MEDIUM,2,10.0,16,75.518,São Paulo Grand Prix,2025,-6.415999999999997
OCO,19,MEDIUM,2,11.0,14,75.803,São Paulo Grand Prix,2025,-6.497
OCO,20,MEDIUM,2,12.0,13,75.177,São Paulo Grand Prix,2025,-7.0179999999999865
OCO,21,MEDIUM,2,13.0,13,75.094,São Paulo Grand Prix,2025,-7.282000000000011
OCO,22,MEDIUM,2,14.0,16,77.174,São Paulo Grand Prix,2025,-5.36099999999999
OCO,23,MEDIUM,2,15.0,17,75.889,São Paulo Grand Prix,2025,-6.739000000000004
OCO,24,MEDIUM,2,16.0,17,75.375,São Paulo Grand Prix,2025,-7.337000000000003
OCO,25,MEDIUM,2,17.0,16,75.485,São Paulo Grand Prix,2025,-44.923
OCO,26,MEDIUM,2,18.0,16,75.497,São Paulo Grand Prix,2025,-24.271
OCO,27,MEDIUM,2,19.0,16,75.483,São Paulo Grand Prix,2025,-24.248999999999995
OCO,28,MEDIUM,2,20.0,16,75.502,São Paulo Grand Prix,2025,-26.15000000000001
OCO,29,MEDIUM,2,21.0,15,75.636,São Paulo Grand Prix,2025,-6.615000000000009
OCO,30,MEDIUM,2,22.0,13,75.355,São Paulo Grand Prix,2025,-7.069999999999993
OCO,31,MEDIUM,2,23.0,13,75.335,São Paulo Grand Prix,2025,-7.278000000000006
OCO,32,MEDIUM,2,24.0,13,75.371,São Paulo Grand Prix,2025,-7.006
OCO,33,MEDIUM,2,25.0,13,75.144,São Paulo Grand Prix,2025,-7.324999999999989
OCO,34,MEDIUM,2,26.0,13,75.523,São Paulo Grand Prix,2025,-7.840000000000003
OCO,35,MEDIUM,2,27.0,13,75.595,São Paulo Grand Prix,2025,-9.457000000000008
OCO,36,MEDIUM,2,28.0,12,75.277,São Paulo Grand Prix,2025,-7.741
OCO,37,MEDIUM,2,29.0,11,75.289,São Paulo Grand Prix,2025,-7.444000000000003
OCO,38,MEDIUM,2,30.0,9,75.165,São Paulo Grand Prix,2025,-7.498999999999995
OCO,39,MEDIUM,2,31.0,9,75.32,São Paulo Grand Prix,2025,-7.138000000000005
OCO,40,MEDIUM,2,32.0,8,75.388,São Paulo Grand Prix,2025,-7.150999999999996
OCO,41,MEDIUM,2,33.0,8,75.11,São Paulo Grand Prix,2025,-7.239000000000004
OCO,42,MEDIUM,2,34.0,8,75.165,São Paulo Grand Prix,2025,-7.215999999999994
OCO,43,MEDIUM,2,35.0,7,75.009,São Paulo Grand Prix,2025,-7.451999999999998
OCO,44,MEDIUM,2,36.0,7,75.19,São Paulo Grand Prix,2025,-6.935000000000002
OCO,45,MEDIUM,2,37.0,7,75.067,São Paulo Grand Prix,2025,-7.074000000000012
OCO,46,MEDIUM,2,38.0,7,75.097,São Paulo Grand Prix,2025,-7.030000000000001
OCO,47,MEDIUM,2,39.0,10,80.583,São Paulo Grand Prix,2025,-1.753
OCO,48,MEDIUM,3,1.0,14,92.569,São Paulo Grand Prix,2025,-12.968999999999994
OCO,49,MEDIUM,3,2.0,14,73.688,São Paulo Grand Prix,2025,-31.89699999999999
OCO,50,MEDIUM,3,3.0,14,73.571,São Paulo Grand Prix,2025,-31.817000000000007
OCO,51,MEDIUM,3,4.0,14,73.745,São Paulo Grand Prix,2025,-31.818
OCO,52,MEDIUM,3,5.0,14,73.61,São Paulo Grand Prix,2025,-17.208
OCO,53,MEDIUM,3,6.0,14,73.767,São Paulo Grand Prix,2025,4.1839999999999975
OCO,54,MEDIUM,3,7.0,14,73.816,São Paulo Grand Prix,2025,3.963000000000008
OCO,55,MEDIUM,3,8.0,13,73.974,São Paulo Grand Prix,2025,4.424000000000007
OCO,56,MEDIUM,3,9.0,12,73.749,São Paulo Grand Prix,2025,3.983999999999994
OCO,57,MEDIUM,3,10.0,12,73.923,São Paulo Grand Prix,2025,4.046000000000007
OCO,58,MEDIUM,3,11.0,12,73.987,São Paulo Grand Prix,2025,4.366
OCO,59,MEDIUM,3,12.0,12,73.875,São Paulo Grand Prix,2025,4.216999999999999
OCO,60,MEDIUM,3,13.0,12,74.04,São Paulo Grand Prix,2025,4.359999999999999
OCO,61,MEDIUM,3,14.0,12,73.778,São Paulo Grand Prix,2025,1.1170000000000044
OCO,62,MEDIUM,3,15.0,12,73.924,São Paulo Grand Prix,2025,4.143000000000001
OCO,63,MEDIUM,3,16.0,12,74.051,São Paulo Grand Prix,2025,4.034000000000006
OCO,64,MEDIUM,3,17.0,12,73.912,São Paulo Grand Prix,2025,4.168000000000006
OCO,65,MEDIUM,3,18.0,12,73.907,São Paulo Grand Prix,2025,3.914999999999992
OCO,66,MEDIUM,3,19.0,12,74.65,São Paulo Grand Prix,2025,4.307000000000002
OCO,67,MEDIUM,3,20.0,11,74.487,São Paulo Grand Prix,2025,4.309999999999988
OCO,68,MEDIUM,3,21.0,11,73.993,São Paulo Grand Prix,2025,3.747
OCO,69,MEDIUM,3,22.0,11,75.114,São Paulo Grand Prix,2025,5.085999999999999
OCO,70,MEDIUM,3,23.0,12,76.387,São Paulo Grand Prix,2025,-0.6820000000000022
OCO,71,MEDIUM,3,24.0,12,77.064,São Paulo Grand Prix,2025,0.23599999999999
PIA,1,MEDIUM,1,1.0,4,80.531,São Paulo Grand Prix,2025,-10.117999999999997
PIA,2,MEDIUM,1,2.0,4,105.122,São Paulo Grand Prix,2025,21.219
PIA,3,MEDIUM,1,3.0,4,111.843,São Paulo Grand Prix,2025,28.934
PIA,4,MEDIUM,1,4.0,4,110.295,São Paulo Grand Prix,2025,27.076000000000008
PIA,5,MEDIUM,1,5.0,4,120.693,São Paulo Grand Prix,2025,37.801
PIA,6,MEDIUM,1,6.0,2,75.276,São Paulo Grand Prix,2025,-11.055000000000009
PIA,7,MEDIUM,1,7.0,2,100.689,São Paulo Grand Prix,2025,17.090999999999994
PIA,8,MEDIUM,1,8.0,2,101.242,São Paulo Grand Prix,2025,17.692999999999998
PIA,9,MEDIUM,1,9.0,2,74.319,São Paulo Grand Prix,2025,-9.259
PIA,10,MEDIUM,1,10.0,2,74.133,São Paulo Grand Prix,2025,-9.27600000000001
PIA,11,MEDIUM,1,11.0,2,74.615,São Paulo Grand Prix,2025,-8.441000000000003
PIA,12,MEDIUM,1,12.0,2,74.646,São Paulo Grand Prix,2025,-8.631
PIA,13,MEDIUM,1,13.0,2,74.704,São Paulo Grand Prix,2025,-8.344000000000008
PIA,14,MEDIUM,1,14.0,2,75.045,São Paulo Grand Prix,2025,-7.852999999999994
PIA,15,MEDIUM,1,15.0,2,74.968,São Paulo Grand Prix,2025,-8.22999999999999
PIA,16,MEDIUM,1,16.0,2,75.119,São Paulo Grand Prix,2025,-7.894000000000005
PIA,17,MEDIUM,1,17.0,2,75.224,São Paulo Grand Prix,2025,-7.774999999999991
PIA,18,MEDIUM,1,18.0,2,75.142,São Paulo Grand Prix,2025,-8.158000000000001
PIA,19,MEDIUM,1,19.0,2,75.104,São Paulo Grand Prix,2025,-8.686000000000007
PIA,20,MEDIUM,1,20.0,2,75.15,São Paulo Grand Prix,2025,-8.269999999999996
PIA,21,MEDIUM,1,21.0,2,74.803,São Paulo Grand Prix,2025,-8.451000000000008
PIA,22,MEDIUM,1,22.0,2,75.168,São Paulo Grand Prix,2025,-8.492999999999995
PIA,23,MEDIUM,1,23.0,2,75.009,São Paulo Grand Prix,2025,-8.492999999999995
PIA,24,MEDIUM,1,24.0,2,75.008,São Paulo Grand Prix,2025,-11.64500000000001
PIA,25,MEDIUM,1,25.0,2,75.281,São Paulo Grand Prix,2025,-25.357
PIA,26,MEDIUM,1,26.0,2,75.082,São Paulo Grand Prix,2025,-25.658
PIA,27,MEDIUM,1,27.0,2,75.009,São Paulo Grand Prix,2025,-25.807
PIA,28,MEDIUM,1,28.0,2,75.245,São Paulo Grand Prix,2025,-25.423
PIA,29,MEDIUM,1,29.0,2,75.115,São Paulo Grand Prix,2025,-25.64500000000001
PIA,30,MEDIUM,1,30.0,2,75.038,São Paulo Grand Prix,2025,-26.254000000000005
PIA,31,MEDIUM,1,31.0,1,74.992,São Paulo Grand Prix,2025,-7.823999999999998
PIA,32,MEDIUM,1,32.0,1,75.135,São Paulo Grand Prix,2025,-7.440999999999988
PIA,33,MEDIUM,1,33.0,1,74.87,São Paulo Grand Prix,2025,-8.400999999999996
PIA,34,MEDIUM,1,34.0,1,75.419,São Paulo Grand Prix,2025,-7.25
PIA,35,MEDIUM,1,35.0,1,75.048,São Paulo Grand Prix,2025,-7.539999999999992
PIA,36,MEDIUM,1,36.0,1,75.967,São Paulo Grand Prix,2025,-6.265000000000001
PIA,37,MEDIUM,1,37.0,1,75.096,São Paulo Grand Prix,2025,-7.3289999999999935
PIA,38,MEDIUM,1,38.0,1,80.264,São Paulo Grand Prix,2025,-2.294000000000011
PIA,39,SOFT,2,3.0,7,103.296,São Paulo Grand Prix,2025,20.632000000000005
PIA,40,SOFT,2,4.0,6,74.164,São Paulo Grand Prix,2025,-8.048999999999992
PIA,41,SOFT,2,5.0,6,73.477,São Paulo Grand Prix,2025,-9.695999999999998
PIA,42,SOFT,2,6.0,6,73.299,São Paulo Grand Prix,2025,-9.029999999999989
PIA,43,SOFT,2,7.0,5,73.156,São Paulo Grand Prix,2025,-9.194999999999991
PIA,44,SOFT,2,8.0,5,73.218,São Paulo Grand Prix,2025,-9.075000000000005
PIA,45,SOFT,2,9.0,5,73.53,São Paulo Grand Prix,2025,-8.888999999999996
PIA,46,SOFT,2,10.0,5,73.577,São Paulo Grand Prix,2025,-8.966999999999999
PIA,47,SOFT,2,11.0,5,73.988,São Paulo Grand Prix,2025,-12.274
PIA,48,SOFT,2,12.0,4,73.739,São Paulo Grand Prix,2025,-25.03
PIA,49,SOFT,2,13.0,3,73.806,São Paulo Grand Prix,2025,-25.102000000000004
PIA,50,SOFT,2,14.0,3,73.891,São Paulo Grand Prix,2025,-24.892
PIA,51,SOFT,2,15.0,2,77.965,São Paulo Grand Prix,2025,-20.819000000000003
PIA,52,MEDIUM,3,10.0,7,91.571,São Paulo Grand Prix,2025,11.063999999999991
PIA,53,MEDIUM,3,11.0,6,72.97,São Paulo Grand Prix,2025,-7.451999999999998
PIA,54,MEDIUM,3,12.0,6,72.742,São Paulo Grand Prix,2025,-7.723999999999989
PIA,55,MEDIUM,3,13.0,5,74.159,São Paulo Grand Prix,2025,-6.506
PIA,56,MEDIUM,3,14.0,5,72.853,São Paulo Grand Prix,2025,-7.876000000000005
PIA,57,MEDIUM,3,15.0,5,72.978,São Paulo Grand Prix,2025,-8.085000000000008
PIA,58,MEDIUM,3,16.0,5,73.089,São Paulo Grand Prix,2025,-7.683999999999997
PIA,59,MEDIUM,3,17.0,5,73.015,São Paulo Grand Prix,2025,-8.436999999999998
PIA,60,MEDIUM,3,18.0,5,73.264,São Paulo Grand Prix,2025,-8.448000000000008
PIA,61,MEDIUM,3,19.0,5,73.1,São Paulo Grand Prix,2025,-8.37400000000001
PIA,62,MEDIUM,3,20.0,5,73.075,São Paulo Grand Prix,2025,-7.584999999999994
PIA,63,MEDIUM,3,21.0,5,73.196,São Paulo Grand Prix,2025,-7.591999999999999
PIA,64,MEDIUM,3,22.0,5,73.094,São Paulo Grand Prix,2025,-7.686000000000007
PIA,65,MEDIUM,3,23.0,5,73.576,São Paulo Grand Prix,2025,-7.39500000000001
PIA,66,MEDIUM,3,24.0,5,73.793,São Paulo Grand Prix,2025,-7.093999999999994
PIA,67,MEDIUM,3,25.0,5,73.734,São Paulo Grand Prix,2025,-7.527000000000001
PIA,68,MEDIUM,3,26.0,5,73.661,São Paulo Grand Prix,2025,-7.492999999999995
PIA,69,MEDIUM,3,27.0,5,73.342,São Paulo Grand Prix,2025,-9.539
PIA,70,MEDIUM,3,28.0,5,73.702,São Paulo Grand Prix,2025,-25.291
PIA,71,MEDIUM,3,29.0,5,73.916,São Paulo Grand Prix,2025,-16.47200000000001
RUS,1,MEDIUM,1,5.0,7,82.173,São Paulo Grand Prix,2025,-6.256
RUS,2,MEDIUM,1,6.0,7,109.497,São Paulo Grand Prix,2025,26.090000000000003
RUS,3,MEDIUM,1,7.0,7,112.274,São Paulo Grand Prix,2025,29.341
RUS,4,MEDIUM,1,8.0,7,109.183,São Paulo Grand Prix,2025,26.361000000000004
RUS,5,MEDIUM,1,9.0,7,115.996,São Paulo Grand Prix,2025,33.373999999999995
RUS,6,MEDIUM,1,10.0,6,77.565,São Paulo Grand Prix,2025,-11.024
RUS,7,MEDIUM,1,11.0,6,102.478,São Paulo Grand Prix,2025,19.251999999999995
RUS,8,MEDIUM,1,12.0,6,100.199,São Paulo Grand Prix,2025,16.971999999999994
RUS,9,MEDIUM,1,13.0,5,74.483,São Paulo Grand Prix,2025,-8.691999999999993
RUS,10,MEDIUM,1,14.0,5,74.119,São Paulo Grand Prix,2025,-9.367000000000004
RUS,11,MEDIUM,1,15.0,5,74.365,São Paulo Grand Prix,2025,-9.068000000000012
RUS,12,MEDIUM,1,16.0,4,74.832,São Paulo Grand Prix,2025,-8.069000000000003
RUS,13,MEDIUM,1,17.0,4,75.252,São Paulo Grand Prix,2025,-7.865000000000009
RUS,14,MEDIUM,1,18.0,4,75.022,São Paulo Grand Prix,2025,-8.274999999999991
RUS,15,MEDIUM,1,19.0,4,75.225,São Paulo Grand Prix,2025,-8.14800000000001
RUS,16,MEDIUM,1,20.0,4,75.337,São Paulo Grand Prix,2025,-8.097999999999999
RUS,17,MEDIUM,1,21.0,4,75.495,São Paulo Grand Prix,2025,-7.856999999999999
RUS,18,MEDIUM,1,22.0,4,75.149,São Paulo Grand Prix,2025,-8.191999999999993
RUS,19,MEDIUM,1,23.0,4,75.182,São Paulo Grand Prix,2025,-8.522999999999996
RUS,20,MEDIUM,1,24.0,4,75.216,São Paulo Grand Prix,2025,-8.206000000000003
RUS,21,MEDIUM,1,25.0,3,75.293,São Paulo Grand Prix,2025,-7.975999999999999
RUS,22,MEDIUM,1,26.0,3,75.435,São Paulo Grand Prix,2025,-8.104
RUS,23,MEDIUM,1,27.0,3,75.325,São Paulo Grand Prix,2025,-7.807000000000002
RUS,24,MEDIUM,1,28.0,3,75.319,São Paulo Grand Prix,2025,-8.013999999999996
RUS,25,MEDIUM,1,29.0,3,75.414,São Paulo Grand Prix,2025,-11.006
RUS,26,MEDIUM,1,30.0,3,75.476,São Paulo Grand Prix,2025,-25.070000000000007
RUS,27,MEDIUM,1,31.0,3,75.441,São Paulo Grand Prix,2025,-25.018
